book,url,bibtex
Introduction to Deep Learning Computer Science ,https://doi.org/10.1007/978-3-319-73004-2," @article{Skansi_2018, title={Introduction to Deep Learning}, ISBN={9783319730042}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-319-73004-2}, DOI={10.1007/978-3-319-73004-2}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Skansi, Sandro}, year={2018}}
"
Energy and the Wealth of Nations Energy ,https://doi.org/10.1007/978-3-319-66219-0," @article{Hall_2018, title={Energy and the Wealth of Nations}, ISBN={9783319662190}, url={http://dx.doi.org/10.1007/978-3-319-66219-0}, DOI={10.1007/978-3-319-66219-0}, publisher={Springer International Publishing}, author={Hall, Charles A.S. and Klitgaard, Kent}, year={2018}}
"
"A Beginner's Guide to Scala, Object Orientation and Functional Programming Computer Science ",https://doi.org/10.1007/978-3-319-75771-1," @article{Hunt_2018, title={A Beginnerâs Guide to Scala, Object Orientation and Functional Programming}, ISBN={9783319757711}, url={http://dx.doi.org/10.1007/978-3-319-75771-1}, DOI={10.1007/978-3-319-75771-1}, publisher={Springer International Publishing}, author={Hunt, John}, year={2018}}
"
Lessons on Synthetic Bioarchitectures Biomedical and Life Sciences ,https://doi.org/10.1007/978-3-319-73123-0," @article{Ehmoser_Sinner_2018, title={Lessons on Synthetic Bioarchitectures}, ISBN={9783319731230}, ISSN={2509-6133}, url={http://dx.doi.org/10.1007/978-3-319-73123-0}, DOI={10.1007/978-3-319-73123-0}, journal={Learning Materials in Biosciences}, publisher={Springer International Publishing}, author={Ehmoser-Sinner, Eva-Kathrin and Tan, Cherng-Wen Darren}, year={2018}}
"
Managing Sustainable Business Business and Management ,https://doi.org/10.1007/978-94-024-1144-7," @article{2019, title={Managing Sustainable Business}, ISBN={9789402411447}, url={http://dx.doi.org/10.1007/978-94-024-1144-7}, DOI={10.1007/978-94-024-1144-7}, publisher={Springer Netherlands}, year={2019}}
"
Engineering Mechanics 2 Engineering ,https://doi.org/10.1007/978-3-662-56272-7," @article{Gross_2018, title={Engineering Mechanics 2}, ISBN={9783662562727}, url={http://dx.doi.org/10.1007/978-3-662-56272-7}, DOI={10.1007/978-3-662-56272-7}, publisher={Springer Berlin Heidelberg}, author={Gross, Dietmar and Hauger, Werner and SchrÃ¶der, JÃ¶rg and Wall, Wolfgang A. and Bonet, Javier}, year={2018}}
"
Clinical Methods in Medical Family Therapy Behavioral Science and Psychology ,https://doi.org/10.1007/978-3-319-68834-3," @article{2018, title={Clinical Methods in Medical Family Therapy}, ISBN={9783319688343}, ISSN={2520-1204}, url={http://dx.doi.org/10.1007/978-3-319-68834-3}, DOI={10.1007/978-3-319-68834-3}, journal={Focused Issues in Family Therapy}, publisher={Springer International Publishing}, year={2018}}
"
Guide to Scientific Computing in C++ Computer Science ,https://doi.org/10.1007/978-3-319-73132-2," @article{Pitt_Francis_2017, title={Guide to Scientific Computing in C++}, ISBN={9783319731322}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-319-73132-2}, DOI={10.1007/978-3-319-73132-2}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Pitt-Francis, Joe and Whiteley, Jonathan}, year={2017}}
"
Motivation and Action Behavioral Science and Psychology ,https://doi.org/10.1007/978-3-319-65094-4," @article{2018, title={Motivation and Action}, ISBN={9783319650944}, url={http://dx.doi.org/10.1007/978-3-319-65094-4}, DOI={10.1007/978-3-319-65094-4}, publisher={Springer International Publishing}, year={2018}}
"
Perspectives on Elderly Crime and Victimization Law and Criminology ,https://doi.org/10.1007/978-3-319-72682-3," @article{2018, title={Perspectives on Elderly Crime and Victimization}, ISBN={9783319726823}, url={http://dx.doi.org/10.1007/978-3-319-72682-3}, DOI={10.1007/978-3-319-72682-3}, publisher={Springer International Publishing}, year={2018}}
"
Knowledge Management Business and Management ,https://doi.org/10.1007/978-3-319-59978-6," @article{North_2018, title={Knowledge Management}, ISBN={9783319599786}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-3-319-59978-6}, DOI={10.1007/978-3-319-59978-6}, journal={Springer Texts in Business and Economics}, publisher={Springer International Publishing}, author={North, Klaus and Kumta, Gita}, year={2018}}
"
An Introduction to Zooarchaeology Social Sciences ,https://doi.org/10.1007/978-3-319-65682-3," @article{Gifford_Gonzalez_2018, title={An Introduction to Zooarchaeology}, ISBN={9783319656823}, url={http://dx.doi.org/10.1007/978-3-319-65682-3}, DOI={10.1007/978-3-319-65682-3}, publisher={Springer International Publishing}, author={Gifford-Gonzalez, Diane}, year={2018}}
"
Abstract Algebra Mathematics and Statistics ,https://doi.org/10.1007/978-3-319-77649-1," @article{Lee_2018, title={Abstract Algebra}, ISBN={9783319776491}, ISSN={2197-4144}, url={http://dx.doi.org/10.1007/978-3-319-77649-1}, DOI={10.1007/978-3-319-77649-1}, journal={Springer Undergraduate Mathematics Series}, publisher={Springer International Publishing}, author={Lee, Gregory T.}, year={2018}}
"
Criminal Justice and Mental Health Law and Criminology ,https://doi.org/10.1007/978-3-319-76442-9," @article{Hector_2018, title={Criminal Justice and Mental Health}, ISBN={9783319764429}, url={http://dx.doi.org/10.1007/978-3-319-76442-9}, DOI={10.1007/978-3-319-76442-9}, publisher={Springer International Publishing}, author={Hector, Jada and Khey, David}, year={2018}}
"
Philosophy of Race Religion and Philosophy ,https://doi.org/10.1007/978-3-319-78729-9," @article{Zack_2018, title={Philosophy of Race}, ISBN={9783319787299}, url={http://dx.doi.org/10.1007/978-3-319-78729-9}, DOI={10.1007/978-3-319-78729-9}, publisher={Springer International Publishing}, author={Zack, Naomi}, year={2018}}
"
"Of Cigarettes, High Heels, and Other Interesting Things Literature, Cultural and Media Studies ",https://doi.org/10.1057/978-1-349-95348-6," @article{Danesi_2018, title={Of Cigarettes, High Heels, and Other Interesting Things}, ISBN={9781349953486}, url={http://dx.doi.org/10.1057/978-1-349-95348-6}, DOI={10.1057/978-1-349-95348-6}, publisher={Palgrave Macmillan US}, author={Danesi, Marcel}, year={2018}}
"
Applied Bioinformatics Biomedical and Life Sciences ,https://doi.org/10.1007/978-3-319-68301-0," @article{Selzer_2018, title={Applied Bioinformatics}, ISBN={9783319683010}, url={http://dx.doi.org/10.1007/978-3-319-68301-0}, DOI={10.1007/978-3-319-68301-0}, publisher={Springer International Publishing}, author={Selzer, Paul M. and MarhÃ¶fer, Richard J. and Koch, Oliver}, year={2018}}
"
Linear Algebra and Analytic Geometry for Physical Sciences Physics and Astronomy ,https://doi.org/10.1007/978-3-319-78361-1," @article{Landi_2018, title={Linear Algebra and Analytic Geometry for Physical Sciences}, ISBN={9783319783611}, ISSN={2192-4805}, url={http://dx.doi.org/10.1007/978-3-319-78361-1}, DOI={10.1007/978-3-319-78361-1}, journal={Undergraduate Lecture Notes in Physics}, publisher={Springer International Publishing}, author={Landi, Giovanni and Zampini, Alessandro}, year={2018}}
"
Building Energy Modeling with OpenStudio Energy ,https://doi.org/10.1007/978-3-319-77809-9," @article{Brackney_2018, title={Building Energy Modeling with OpenStudio}, ISBN={9783319778099}, url={http://dx.doi.org/10.1007/978-3-319-77809-9}, DOI={10.1007/978-3-319-77809-9}, publisher={Springer International Publishing}, author={Brackney, Larry and Parker, Andrew and Macumber, Daniel and Benne, Kyle}, year={2018}}
"
Customer Relationship Management Business and Management ,https://doi.org/10.1007/978-3-662-55381-7," @article{Kumar_2018, title={Customer Relationship Management}, ISBN={9783662553817}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-3-662-55381-7}, DOI={10.1007/978-3-662-55381-7}, journal={Springer Texts in Business and Economics}, publisher={Springer Berlin Heidelberg}, author={Kumar, V. and Reinartz, Werner}, year={2018}}
"
The A-Z of the PhD Trajectory Education ,https://doi.org/10.1007/978-3-319-77425-1," @article{Lantsoght_2018, title={The A-Z of the PhD Trajectory}, ISBN={9783319774251}, ISSN={2366-7680}, url={http://dx.doi.org/10.1007/978-3-319-77425-1}, DOI={10.1007/978-3-319-77425-1}, journal={Springer Texts in Education}, publisher={Springer International Publishing}, author={Lantsoght, Eva O. L.}, year={2018}}
"
Strategic Human Resource Management and Employment Relations Business and Management ,https://doi.org/10.1007/978-981-13-0399-9," @article{2018, title={Strategic Human Resource Management and Employment Relations}, ISBN={9789811303999}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-981-13-0399-9}, DOI={10.1007/978-981-13-0399-9}, journal={Springer Texts in Business and Economics}, publisher={Springer Singapore}, year={2018}}
"
Applied Linear Algebra Mathematics and Statistics ,https://doi.org/10.1007/978-3-319-91041-3," @article{Olver_2018, title={Applied Linear Algebra}, ISBN={9783319910413}, ISSN={2197-5604}, url={http://dx.doi.org/10.1007/978-3-319-91041-3}, DOI={10.1007/978-3-319-91041-3}, journal={Undergraduate Texts in Mathematics}, publisher={Springer International Publishing}, author={Olver, Peter J. and Shakiban, Chehrzad}, year={2018}}
"
"Witnessing Torture Literature, Cultural and Media Studies ",https://doi.org/10.1007/978-3-319-74965-5," @article{2018, title={Witnessing Torture}, ISBN={9783319749655}, url={http://dx.doi.org/10.1007/978-3-319-74965-5}, DOI={10.1007/978-3-319-74965-5}, publisher={Springer International Publishing}, year={2018}}
"
Proofs from THE BOOK Mathematics and Statistics ,https://doi.org/10.1007/978-3-662-57265-8," @article{Aigner_2018, title={Proofs from THE BOOK}, ISBN={9783662572658}, url={http://dx.doi.org/10.1007/978-3-662-57265-8}, DOI={10.1007/978-3-662-57265-8}, publisher={Springer Berlin Heidelberg}, author={Aigner, Martin and Ziegler, GÃ¼nter M.}, year={2018}}
"
Introduction to General Relativity Physics and Astronomy ,https://doi.org/10.1007/978-981-13-1090-4," @article{Bambi_2018, title={Introduction to General Relativity}, ISBN={9789811310904}, ISSN={2192-4805}, url={http://dx.doi.org/10.1007/978-981-13-1090-4}, DOI={10.1007/978-981-13-1090-4}, journal={Undergraduate Lecture Notes in Physics}, publisher={Springer Singapore}, author={Bambi, Cosimo}, year={2018}}
"
Introduction to Particle and Astroparticle Physics Physics and Astronomy ,https://doi.org/10.1007/978-3-319-78181-5," @article{De_Angelis_2018, title={Introduction to Particle and Astroparticle Physics}, ISBN={9783319781815}, ISSN={2192-4805}, url={http://dx.doi.org/10.1007/978-3-319-78181-5}, DOI={10.1007/978-3-319-78181-5}, journal={Undergraduate Lecture Notes in Physics}, publisher={Springer International Publishing}, author={De Angelis, Alessandro and Pimenta, MÃ¡rio}, year={2018}}
"
Fundamentals of Java Programming Computer Science ,https://doi.org/10.1007/978-3-319-89491-1," @article{Ogihara_2018, title={Fundamentals of Java Programming}, ISBN={9783319894911}, url={http://dx.doi.org/10.1007/978-3-319-89491-1}, DOI={10.1007/978-3-319-89491-1}, publisher={Springer International Publishing}, author={Ogihara, Mitsunori}, year={2018}}
"
Optimization of Process Flowsheets through Metaheuristic Techniques Intelligent Technologies and Robotics ,https://doi.org/10.1007/978-3-319-91722-1," @article{Ponce_Ortega_2019, title={Optimization of Process Flowsheets through Metaheuristic Techniques}, ISBN={9783319917221}, url={http://dx.doi.org/10.1007/978-3-319-91722-1}, DOI={10.1007/978-3-319-91722-1}, publisher={Springer International Publishing}, author={Ponce-Ortega, JosÃ© MarÃ­a and HernÃ¡ndez-PÃ©rez, Luis GermÃ¡n}, year={2019}}
"
Robotics Intelligent Technologies and Robotics ,https://doi.org/10.1007/978-3-319-72911-4," @article{Mihelj_2019, title={Robotics}, ISBN={9783319729114}, url={http://dx.doi.org/10.1007/978-3-319-72911-4}, DOI={10.1007/978-3-319-72911-4}, publisher={Springer International Publishing}, author={Mihelj, MatjaÅ¾ and Bajd, Tadej and Ude, AleÅ¡ and LenarÄiÄ, Jadran and Stanovnik, AleÅ¡ and Munih, Marko and Rejc, Jure and Å lajpah, Sebastjan}, year={2019}}
"
Business Ethics - A Philosophical and Behavioral Approach Religion and Philosophy ,https://doi.org/10.1007/978-3-319-91575-3," @article{Conrad_2018, title={Business Ethics - A Philosophical and Behavioral Approach}, ISBN={9783319915753}, url={http://dx.doi.org/10.1007/978-3-319-91575-3}, DOI={10.1007/978-3-319-91575-3}, publisher={Springer International Publishing}, author={Conrad, Christian A.}, year={2018}}
"
A First Introduction to Quantum Physics Physics and Astronomy ,https://doi.org/10.1007/978-3-319-92207-2," @article{Kok_2018, title={A First Introduction to Quantum Physics}, ISBN={9783319922072}, ISSN={2192-4805}, url={http://dx.doi.org/10.1007/978-3-319-92207-2}, DOI={10.1007/978-3-319-92207-2}, journal={Undergraduate Lecture Notes in Physics}, publisher={Springer International Publishing}, author={Kok, Pieter}, year={2018}}
"
Argumentation Theory: A Pragma-Dialectical Perspective Religion and Philosophy ,https://doi.org/10.1007/978-3-319-95381-6," @article{van_Eemeren_2018, title={Argumentation Theory: A Pragma-Dialectical Perspective}, ISBN={9783319953816}, ISSN={2215-1907}, url={http://dx.doi.org/10.1007/978-3-319-95381-6}, DOI={10.1007/978-3-319-95381-6}, journal={Argumentation Library}, publisher={Springer International Publishing}, author={van Eemeren, Frans H.}, year={2018}}
"
Logical Foundations of Cyber-Physical Systems Computer Science ,https://doi.org/10.1007/978-3-319-63588-0," @article{Platzer_2018, title={Logical Foundations of Cyber-Physical Systems}, ISBN={9783319635880}, url={http://dx.doi.org/10.1007/978-3-319-63588-0}, DOI={10.1007/978-3-319-63588-0}, publisher={Springer International Publishing}, author={Platzer, AndrÃ©}, year={2018}}
"
Off-Grid Electrical Systems in Developing Countries Energy ,https://doi.org/10.1007/978-3-319-91890-7," @article{Louie_2018, title={Off-Grid Electrical Systems in Developing Countries}, ISBN={9783319918907}, url={http://dx.doi.org/10.1007/978-3-319-91890-7}, DOI={10.1007/978-3-319-91890-7}, publisher={Springer International Publishing}, author={Louie, Henry}, year={2018}}
"
Entertainment Science Business and Management ,https://doi.org/10.1007/978-3-319-89292-4," @article{Hennig_Thurau_2019, title={Entertainment Science}, ISBN={9783319892924}, url={http://dx.doi.org/10.1007/978-3-319-89292-4}, DOI={10.1007/978-3-319-89292-4}, publisher={Springer International Publishing}, author={Hennig-Thurau, Thorsten and Houston, Mark B.}, year={2019}}
"
Physics of Oscillations and Waves Physics and Astronomy ,https://doi.org/10.1007/978-3-319-72314-3," @article{Vistnes_2018, title={Physics of Oscillations and Waves}, ISBN={9783319723143}, ISSN={2510-4128}, url={http://dx.doi.org/10.1007/978-3-319-72314-3}, DOI={10.1007/978-3-319-72314-3}, journal={Undergraduate Texts in Physics}, publisher={Springer International Publishing}, author={Vistnes, Arnt Inge}, year={2018}}
"
Introduction to Programming with Fortran Computer Science ,https://doi.org/10.1007/978-3-319-75502-1," @article{Chivers_2018, title={Introduction to Programming with Fortran}, ISBN={9783319755021}, url={http://dx.doi.org/10.1007/978-3-319-75502-1}, DOI={10.1007/978-3-319-75502-1}, publisher={Springer International Publishing}, author={Chivers, Ian and Sleightholme, Jane}, year={2018}}
"
Fundamentals of Solid State Engineering Engineering ,https://doi.org/10.1007/978-3-319-75708-7," @article{Razeghi_2019, title={Fundamentals of Solid State Engineering}, ISBN={9783319757087}, url={http://dx.doi.org/10.1007/978-3-319-75708-7}, DOI={10.1007/978-3-319-75708-7}, publisher={Springer International Publishing}, author={Razeghi, Manijeh}, year={2019}}
"
Introduction to Digital Systems Design Engineering ,https://doi.org/10.1007/978-3-319-92804-3," @article{Donzellini_2019, title={Introduction to Digital Systems Design}, ISBN={9783319928043}, url={http://dx.doi.org/10.1007/978-3-319-92804-3}, DOI={10.1007/978-3-319-92804-3}, publisher={Springer International Publishing}, author={Donzellini, Giuliano and Oneto, Luca and Ponta, Domenico and Anguita, Davide}, year={2019}}
"
Neural Networks and Deep Learning Computer Science ,https://doi.org/10.1007/978-3-319-94463-0," @article{Aggarwal_2018, title={Neural Networks and Deep Learning}, ISBN={9783319944630}, url={http://dx.doi.org/10.1007/978-3-319-94463-0}, DOI={10.1007/978-3-319-94463-0}, publisher={Springer International Publishing}, author={Aggarwal, Charu C.}, year={2018}}
"
Data Science and Predictive Analytics Computer Science ,https://doi.org/10.1007/978-3-319-72347-1," @article{Dinov_2018, title={Data Science and Predictive Analytics}, ISBN={9783319723471}, url={http://dx.doi.org/10.1007/978-3-319-72347-1}, DOI={10.1007/978-3-319-72347-1}, publisher={Springer International Publishing}, author={Dinov, Ivo D.}, year={2018}}
"
Systems Programming in Unix/Linux Computer Science ,https://doi.org/10.1007/978-3-319-92429-8," @article{Wang_2018, title={Systems Programming in Unix/Linux}, ISBN={9783319924298}, url={http://dx.doi.org/10.1007/978-3-319-92429-8}, DOI={10.1007/978-3-319-92429-8}, publisher={Springer International Publishing}, author={Wang, K.C.}, year={2018}}
"
Analytical Corporate Finance Business and Management ,https://doi.org/10.1007/978-3-319-95762-3," @article{Corelli_2018, title={Analytical Corporate Finance}, ISBN={9783319957623}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-3-319-95762-3}, DOI={10.1007/978-3-319-95762-3}, journal={Springer Texts in Business and Economics}, publisher={Springer International Publishing}, author={Corelli, Angelo}, year={2018}}
"
Fraud and Corruption Law and Criminology ,https://doi.org/10.1007/978-3-319-92333-8," @article{2018, title={Fraud and Corruption}, ISBN={9783319923338}, url={http://dx.doi.org/10.1007/978-3-319-92333-8}, DOI={10.1007/978-3-319-92333-8}, publisher={Springer International Publishing}, year={2018}}
"
Conferencing and Presentation English for Young Academics Education ,https://doi.org/10.1007/978-981-13-2475-8," @article{Guest_2018, title={Conferencing and Presentation English for Young Academics}, ISBN={9789811324758}, ISSN={2366-7680}, url={http://dx.doi.org/10.1007/978-981-13-2475-8}, DOI={10.1007/978-981-13-2475-8}, journal={Springer Texts in Education}, publisher={Springer Singapore}, author={Guest, Michael}, year={2018}}
"
A Concise Guide to Market Research Business and Management ,https://doi.org/10.1007/978-3-662-56707-4," @article{Sarstedt_2019, title={A Concise Guide to Market Research}, ISBN={9783662567074}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-3-662-56707-4}, DOI={10.1007/978-3-662-56707-4}, journal={Springer Texts in Business and Economics}, publisher={Springer Berlin Heidelberg}, author={Sarstedt, Marko and Mooi, Erik}, year={2019}}
"
Global Supply Chain and Operations Management Business and Management ,https://doi.org/10.1007/978-3-319-94313-8," @article{Ivanov_2019, title={Global Supply Chain and Operations Management}, ISBN={9783319943138}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-3-319-94313-8}, DOI={10.1007/978-3-319-94313-8}, journal={Springer Texts in Business and Economics}, publisher={Springer International Publishing}, author={Ivanov, Dmitry and Tsipoulanidis, Alexander and SchÃ¶nberger, JÃ¶rn}, year={2019}}
"
Introduction to Parallel Computing Computer Science ,https://doi.org/10.1007/978-3-319-98833-7," @article{Trobec_2018, title={Introduction to Parallel Computing}, ISBN={9783319988337}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-319-98833-7}, DOI={10.1007/978-3-319-98833-7}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Trobec, Roman and Slivnik, BoÅ¡tjan and BuliÄ, Patricio and RobiÄ, Borut}, year={2018}}
"
Mathematical Logic Religion and Philosophy ,https://doi.org/10.1007/978-3-319-97298-5," @article{Kossak_2018, title={Mathematical Logic}, ISBN={9783319972985}, url={http://dx.doi.org/10.1007/978-3-319-97298-5}, DOI={10.1007/978-3-319-97298-5}, publisher={Springer International Publishing}, author={Kossak, Roman}, year={2018}}
"
Stability and Control of Linear Systems Intelligent Technologies and Robotics ,https://doi.org/10.1007/978-3-030-02405-5," @article{Bacciotti_2019, title={Stability and Control of Linear Systems}, ISBN={9783030024055}, ISSN={2198-4190}, url={http://dx.doi.org/10.1007/978-3-030-02405-5}, DOI={10.1007/978-3-030-02405-5}, journal={Studies in Systems, Decision and Control}, publisher={Springer International Publishing}, author={Bacciotti, Andrea}, year={2019}}
"
Introduction to Formal Philosophy Religion and Philosophy ,https://doi.org/10.1007/978-3-319-77434-3," @article{2018, title={Introduction to Formal Philosophy}, ISBN={9783319774343}, ISSN={2569-8753}, url={http://dx.doi.org/10.1007/978-3-319-77434-3}, DOI={10.1007/978-3-319-77434-3}, journal={Springer Undergraduate Texts in Philosophy}, publisher={Springer International Publishing}, year={2018}}
"
Analysis for Computer Scientists Computer Science ,https://doi.org/10.1007/978-3-319-91155-7," @article{Oberguggenberger_2018, title={Analysis for Computer Scientists}, ISBN={9783319911557}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-319-91155-7}, DOI={10.1007/978-3-319-91155-7}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Oberguggenberger, Michael and Ostermann, Alexander}, year={2018}}
"
International Business Management Business and Management ,https://doi.org/10.1007/978-3-319-96622-9," @article{Fatehi_2019, title={International Business Management}, ISBN={9783319966229}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-3-319-96622-9}, DOI={10.1007/978-3-319-96622-9}, journal={Springer Texts in Business and Economics}, publisher={Springer International Publishing}, author={Fatehi, Kamal and Choi, Jeongho}, year={2019}}
"
"Research Methods for the Digital Humanities Literature, Cultural and Media Studies ",https://doi.org/10.1007/978-3-319-96713-4," @article{2018, title={Research Methods for the Digital Humanities}, ISBN={9783319967134}, url={http://dx.doi.org/10.1007/978-3-319-96713-4}, DOI={10.1007/978-3-319-96713-4}, publisher={Springer International Publishing}, year={2018}}
"
Introductory Computer Forensics Computer Science ,https://doi.org/10.1007/978-3-030-00581-8," @article{Lin_2018, title={Introductory Computer Forensics}, ISBN={9783030005818}, url={http://dx.doi.org/10.1007/978-3-030-00581-8}, DOI={10.1007/978-3-030-00581-8}, publisher={Springer International Publishing}, author={Lin, Xiaodong}, year={2018}}
"
Control Engineering Intelligent Technologies and Robotics ,https://doi.org/10.1007/978-981-10-8297-9," @article{Keviczky_2019, title={Control Engineering}, ISBN={9789811082979}, ISSN={2510-3814}, url={http://dx.doi.org/10.1007/978-981-10-8297-9}, DOI={10.1007/978-981-10-8297-9}, journal={Advanced Textbooks in Control and Signal Processing}, publisher={Springer Singapore}, author={Keviczky, LÃ¡szlÃ³ and Bars, Ruth and HetthÃ©ssy, JenÅ and BÃ¡nyÃ¡sz, Csilla}, year={2019}}
"
Control Engineering: MATLAB Exercises Intelligent Technologies and Robotics ,https://doi.org/10.1007/978-981-10-8321-1," @article{Keviczky_2019, title={Control Engineering: MATLAB Exercises}, ISBN={9789811083211}, ISSN={2510-3814}, url={http://dx.doi.org/10.1007/978-981-10-8321-1}, DOI={10.1007/978-981-10-8321-1}, journal={Advanced Textbooks in Control and Signal Processing}, publisher={Springer Singapore}, author={Keviczky, LÃ¡szlÃ³ and Bars, Ruth and HetthÃ©ssy, JenÅ and BÃ¡nyÃ¡sz, Csilla}, year={2019}}
"
"ENZYMES: Catalysis, Kinetics and Mechanisms Biomedical and Life Sciences ",https://doi.org/10.1007/978-981-13-0785-0," @article{Punekar_2018, title={ENZYMES: Catalysis, Kinetics and Mechanisms}, ISBN={9789811307850}, url={http://dx.doi.org/10.1007/978-981-13-0785-0}, DOI={10.1007/978-981-13-0785-0}, publisher={Springer Singapore}, author={Punekar, N.S.}, year={2018}}
"
Automatic Control with Experiments Intelligent Technologies and Robotics ,https://doi.org/10.1007/978-3-319-75804-6," @article{Hern_ndez_Guzm_n_2019, title={Automatic Control with Experiments}, ISBN={9783319758046}, ISSN={2510-3814}, url={http://dx.doi.org/10.1007/978-3-319-75804-6}, DOI={10.1007/978-3-319-75804-6}, journal={Advanced Textbooks in Control and Signal Processing}, publisher={Springer International Publishing}, author={HernÃ¡ndez-GuzmÃ¡n, Victor Manuel and Silva-Ortigoza, RamÃ³n}, year={2019}}
"
Internet of Things From Hype to Reality Engineering ,https://doi.org/10.1007/978-3-319-99516-8," @article{Rayes_2019, title={Internet of Things From Hype to Reality}, ISBN={9783319995168}, url={http://dx.doi.org/10.1007/978-3-319-99516-8}, DOI={10.1007/978-3-319-99516-8}, publisher={Springer International Publishing}, author={Rayes, Ammar and Salam, Samer}, year={2019}}
"
Quantitative Methods for the Social Sciences Social Sciences ,https://doi.org/10.1007/978-3-319-99118-4," @article{Stockemer_2019, title={Quantitative Methods for the Social Sciences}, ISBN={9783319991184}, url={http://dx.doi.org/10.1007/978-3-319-99118-4}, DOI={10.1007/978-3-319-99118-4}, publisher={Springer International Publishing}, author={Stockemer, Daniel}, year={2019}}
"
A Pythagorean Introduction to Number Theory Mathematics and Statistics ,https://doi.org/10.1007/978-3-030-02604-2," @article{Takloo_Bighash_2018, title={A Pythagorean Introduction to Number Theory}, ISBN={9783030026042}, ISSN={2197-5604}, url={http://dx.doi.org/10.1007/978-3-030-02604-2}, DOI={10.1007/978-3-030-02604-2}, journal={Undergraduate Texts in Mathematics}, publisher={Springer International Publishing}, author={Takloo-Bighash, Ramin}, year={2018}}
"
Philosophical and Mathematical Logic Religion and Philosophy ,https://doi.org/10.1007/978-3-030-03255-5," @article{de_Swart_2018, title={Philosophical and Mathematical Logic}, ISBN={9783030032555}, ISSN={2569-8753}, url={http://dx.doi.org/10.1007/978-3-030-03255-5}, DOI={10.1007/978-3-030-03255-5}, journal={Springer Undergraduate Texts in Philosophy}, publisher={Springer International Publishing}, author={de Swart, Harrie}, year={2018}}
"
Structural Dynamics Engineering ,https://doi.org/10.1007/978-3-319-94743-3," @article{Paz_2019, title={Structural Dynamics}, ISBN={9783319947433}, url={http://dx.doi.org/10.1007/978-3-319-94743-3}, DOI={10.1007/978-3-319-94743-3}, publisher={Springer International Publishing}, author={Paz, Mario and Kim, Young Hoon}, year={2019}}
"
"Plant Physiology, Development and Metabolism Biomedical and Life Sciences ",https://doi.org/10.1007/978-981-13-2023-1," @article{Bhatla_2018, title={Plant Physiology, Development and Metabolism}, ISBN={9789811320231}, url={http://dx.doi.org/10.1007/978-981-13-2023-1}, DOI={10.1007/978-981-13-2023-1}, publisher={Springer Singapore}, author={Bhatla, Satish C and A. Lal, Manju}, year={2018}}
"
Quantum Mechanics for Pedestrians 1 Physics and Astronomy ,https://doi.org/10.1007/978-3-030-00464-4," @article{Pade_2018, title={Quantum Mechanics for Pedestrians 1}, ISBN={9783030004644}, ISSN={2192-4805}, url={http://dx.doi.org/10.1007/978-3-030-00464-4}, DOI={10.1007/978-3-030-00464-4}, journal={Undergraduate Lecture Notes in Physics}, publisher={Springer International Publishing}, author={Pade, Jochen}, year={2018}}
"
Plant Anatomy Biomedical and Life Sciences ,https://doi.org/10.1007/978-3-319-77315-5," @article{Crang_2018, title={Plant Anatomy}, ISBN={9783319773155}, url={http://dx.doi.org/10.1007/978-3-319-77315-5}, DOI={10.1007/978-3-319-77315-5}, publisher={Springer International Publishing}, author={Crang, Richard and Lyons-Sobaski, Sheila and Wise, Robert}, year={2018}}
"
Quantum Mechanics for Pedestrians 2 Physics and Astronomy ,https://doi.org/10.1007/978-3-030-00467-5," @article{Pade_2018, title={Quantum Mechanics for Pedestrians 2}, ISBN={9783030004675}, ISSN={2192-4805}, url={http://dx.doi.org/10.1007/978-3-030-00467-5}, DOI={10.1007/978-3-030-00467-5}, journal={Undergraduate Lecture Notes in Physics}, publisher={Springer International Publishing}, author={Pade, Jochen}, year={2018}}
"
Excel Data Analysis Business and Management ,https://doi.org/10.1007/978-3-030-01279-3," @article{Guerrero_2019, title={Excel Data Analysis}, ISBN={9783030012793}, url={http://dx.doi.org/10.1007/978-3-030-01279-3}, DOI={10.1007/978-3-030-01279-3}, publisher={Springer International Publishing}, author={Guerrero, Hector}, year={2019}}
"
Quick Start Guide to VHDL Engineering ,https://doi.org/10.1007/978-3-030-04516-6," @article{LaMeres_2019, title={Quick Start Guide to VHDL}, ISBN={9783030045166}, url={http://dx.doi.org/10.1007/978-3-030-04516-6}, DOI={10.1007/978-3-030-04516-6}, publisher={Springer International Publishing}, author={LaMeres, Brock J.}, year={2019}}
"
